match,x,y,time_s,lifetime_s,ward_type,side
8582522954,104.6,36.7,97.0,420.0,sen,dire
8582522954,65.6,52.0,-33.0,360.0,obs,dire
8582522954,29.0,78.80000000000001,270.0,240.0,obs,dire
8582522954,33.2,106.0,62.0,420.0,sen,dire
8582522954,55.7,65.0,255.0,333.0,sen,dire
8527782901,89.6,16.900000000000006,268.0,360.0,obs,dire
8527782901,108.4,30.099999999999994,121.0,55.0,sen,dire
8527782901,108.19999999999999,33.5,190.0,40.0,sen,dire
8527782901,104.19999999999999,36.5,254.0,19.0,sen,dire
8527782901,65.6,53.599999999999994,-24.0,360.0,obs,dire
8527782901,52.400000000000006,84.19999999999999,-56.0,361.0,obs,dire
8527782901,23.400000000000006,98.19999999999999,37.0,110.0,sen,dire
8527782901,33.099999999999994,106.19999999999999,61.0,420.0,sen,dire
8540189130,26.0,92.5,16.0,218.0,sen,dire
8540189130,65.1,53.900000000000006,-28.0,360.0,obs,dire
8540189130,78.30000000000001,38.400000000000006,-25.0,360.0,obs,dire
8540189130,104.1,35.5,144.0,421.0,sen,dire
8540189130,123.80000000000001,11.0,297.0,420.0,sen,dire
8514117469,73.1,31.400000000000006,-32.0,360.0,obs,dire
8514117469,67.80000000000001,45.599999999999994,267.0,360.0,obs,dire
8514117469,92.9,24.599999999999994,16.0,93.0,sen,dire
8514117469,87.30000000000001,55.7,289.0,421.0,sen,dire
8514117469,57.5,58.099999999999994,-8.0,31.0,obs,dire
8514117469,66.4,58.0,168.0,420.0,sen,dire
8514117469,23.700000000000003,92.9,53.0,103.0,sen,dire
8514117469,32.900000000000006,105.9,64.0,420.0,sen,dire
8514117469,19.799999999999997,96.69999999999999,264.0,78.0,sen,dire
8592220102,9.700000000000003,115.9,278.0,360.0,obs,dire
8592220102,62.599999999999994,63.400000000000006,-40.0,219.0,sen,dire
8592220102,26.0,98.9,227.0,25.0,sen,dire
8592220102,63.3,63.599999999999994,238.0,421.0,sen,dire
8592220102,57.7,75.4,-14.0,360.0,obs,dire
8592220102,49.900000000000006,96.69999999999999,-22.0,360.0,obs,dire
8592220102,34.599999999999994,99.19999999999999,37.0,420.0,sen,dire
