match,x,y,time_s,lifetime_s,ward_type,side
8538982213,44.8,66.30000000000001,602.0,360.0,obs,dire
8538982213,58.8,56.5,521.0,420.0,sen,dire
8538982213,26.799999999999997,89.6,695.0,361.0,obs,dire
8538982213,120.4,9.400000000000006,550.0,421.0,sen,dire
8449036139,55.2,75.1,360.0,24.0,obs,dire
8449036139,107.69999999999999,20.599999999999994,643.0,360.0,obs,dire
8449036139,84.69999999999999,57.8,419.0,420.0,sen,dire
8449036139,61.900000000000006,63.3,560.0,420.0,sen,dire
8449036139,54.0,63.599999999999994,565.0,416.0,sen,dire
8449036139,108.80000000000001,24.599999999999994,636.0,420.0,sen,dire
8449036139,78.30000000000001,57.8,429.0,361.0,obs,dire
8449036139,30.299999999999997,56.0,434.0,48.0,obs,dire
8449036139,110.1,38.5,527.0,420.0,sen,dire
8606592816,56.099999999999994,74.80000000000001,477.0,360.0,obs,dire
8606592816,56.599999999999994,62.599999999999994,397.0,53.0,sen,dire
8606592816,54.7,72.80000000000001,477.0,420.0,sen,dire
8606592816,43.099999999999994,97.4,594.0,420.0,sen,dire
8606592816,64.19999999999999,64.19999999999999,351.0,99.0,obs,dire
8606592816,77.0,71.69999999999999,551.0,420.0,sen,dire
8606592816,123.9,52.3,418.0,360.0,obs,dire
8606592816,126.5,54.7,418.0,380.0,sen,dire
8606592816,103.9,34.599999999999994,572.0,421.0,sen,dire
