match,x,y,time_s,lifetime_s,ward_type,side
8536705879,88.4,32.099999999999994,313.0,360.0,obs,radiant
8536705879,77.4,26.799999999999997,471.0,420.0,sen,radiant
8536705879,72.80000000000001,57.0,693.0,420.0,sen,radiant
8536705879,53.2,55.2,466.0,360.0,obs,radiant
8536705879,45.2,49.0,463.0,420.0,sen,radiant
8536705879,48.900000000000006,87.4,467.0,360.0,obs,radiant
8536705879,37.7,54.400000000000006,349.0,420.0,sen,radiant
8536705879,32.599999999999994,66.30000000000001,490.0,420.0,sen,radiant
8536705879,58.400000000000006,48.599999999999994,529.0,420.0,sen,radiant
8550072085,26.700000000000003,80.69999999999999,361.0,360.0,obs,radiant
8550072085,77.80000000000001,25.200000000000003,541.0,360.0,obs,radiant
8550072085,28.200000000000003,76.69999999999999,363.0,420.0,sen,radiant
8550072085,53.599999999999994,30.200000000000003,530.0,420.0,sen,radiant
8550072085,78.1,69.80000000000001,358.0,361.0,obs,radiant
8550072085,65.5,58.2,353.0,421.0,sen,radiant
