match,x,y,time_s,lifetime_s,ward_type,side
8536597199,72.0,91.69999999999999,474.0,361.0,obs,dire
8536597199,120.4,1.9000000000000057,714.0,360.0,obs,dire
8536597199,90.1,58.2,343.0,25.0,sen,dire
8536597199,77.19999999999999,73.19999999999999,437.0,421.0,sen,dire
8536597199,63.099999999999994,79.5,568.0,420.0,sen,dire
8536597199,90.6,57.3,655.0,420.0,sen,dire
8536597199,46.2,78.30000000000001,322.0,360.0,obs,dire
8536597199,26.299999999999997,70.30000000000001,406.0,360.0,obs,dire
8536597199,17.299999999999997,95.80000000000001,371.0,420.0,sen,dire
8536597199,121.6,10.099999999999994,509.0,420.0,sen,dire
8536597199,95.5,68.69999999999999,646.0,420.0,sen,dire
8602246766,102.19999999999999,45.5,319.0,360.0,obs,dire
8602246766,103.9,35.8,374.0,22.0,sen,dire
8602246766,104.0,35.0,521.0,420.0,sen,dire
8602246766,48.5,73.80000000000001,401.0,360.0,obs,dire
8602246766,54.099999999999994,69.30000000000001,638.0,420.0,sen,dire
8602246766,45.099999999999994,97.6,713.0,420.0,sen,dire
8540545264,17.400000000000006,103.30000000000001,351.0,360.0,obs,dire
8540545264,38.3,97.0,531.0,360.0,obs,dire
8540545264,36.8,70.69999999999999,678.0,360.0,obs,dire
8540545264,5.700000000000003,118.9,427.0,120.0,sen,dire
8540545264,28.700000000000003,92.9,463.0,65.0,sen,dire
8540545264,28.5,92.5,551.0,109.0,sen,dire
8540545264,28.599999999999994,93.19999999999999,667.0,420.0,sen,dire
8540545264,53.400000000000006,66.9,685.0,249.0,sen,dire
8540545264,69.6,66.9,505.0,360.0,obs,dire
8540545264,70.69999999999999,55.099999999999994,387.0,420.0,sen,dire
8540545264,89.30000000000001,57.599999999999994,454.0,238.0,sen,dire
8540357223,15.799999999999997,96.0,304.0,150.0,obs,dire
8540357223,0.4000000000000057,113.9,526.0,360.0,obs,dire
8540357223,51.400000000000006,91.6,334.0,420.0,sen,dire
8540357223,48.7,79.1,340.0,420.0,sen,dire
8540357223,34.8,73.0,497.0,297.0,sen,dire
8540357223,78.0,57.900000000000006,350.0,360.0,obs,dire
8540357223,79.6,26.799999999999997,603.0,293.0,sen,dire
8540357223,120.30000000000001,4.700000000000003,395.0,420.0,sen,dire
8512870110,21.700000000000003,75.4,376.0,67.0,obs,dire
8512870110,61.8,25.700000000000003,673.0,360.0,obs,dire
8512870110,25.400000000000006,91.6,355.0,421.0,sen,dire
8512870110,64.9,88.6,487.0,420.0,sen,dire
8512870110,63.599999999999994,63.099999999999994,355.0,360.0,obs,dire
8512870110,88.19999999999999,32.400000000000006,369.0,360.0,obs,dire
8512870110,90.5,65.5,535.0,360.0,obs,dire
8512870110,90.6,57.3,354.0,420.0,sen,dire
8512870110,103.80000000000001,33.3,630.0,420.0,sen,dire
8549982041,34.5,92.6,384.0,360.0,obs,dire
8549982041,76.4,26.700000000000003,591.0,360.0,obs,dire
8549982041,34.900000000000006,73.30000000000001,348.0,420.0,sen,dire
8549982041,49.0,97.19999999999999,375.0,420.0,sen,dire
8549982041,57.0,89.0,492.0,420.0,sen,dire
8549982041,53.7,64.5,546.0,12.0,sen,dire
8549982041,54.400000000000006,69.0,561.0,420.0,sen,dire
8549982041,65.1,54.400000000000006,334.0,360.0,obs,dire
8549982041,66.30000000000001,57.3,334.0,420.0,sen,dire
8549982041,98.4,52.7,684.0,420.0,sen,dire
8447703577,34.0,72.4,463.0,101.0,sen,dire
8447703577,43.5,99.9,631.0,420.0,sen,dire
8447703577,28.799999999999997,97.19999999999999,645.0,5.0,sen,dire
8447703577,71.4,61.0,355.0,4.0,obs,dire
8447703577,87.19999999999999,57.3,378.0,420.0,sen,dire
8447703577,78.19999999999999,38.400000000000006,369.0,360.0,obs,dire
8447703577,79.69999999999999,7.5,550.0,360.0,obs,dire
8447703577,78.19999999999999,38.400000000000006,369.0,420.0,sen,dire
8447703577,67.0,38.599999999999994,490.0,365.0,sen,dire
