match,x,y,time_s,lifetime_s,ward_type,side
8448961997,45.099999999999994,66.1,343.0,360.0,obs,dire
8448961997,109.19999999999999,20.900000000000006,573.0,360.0,obs,dire
8448961997,27.799999999999997,99.69999999999999,643.0,360.0,obs,dire
8448961997,34.099999999999994,72.4,347.0,184.0,sen,dire
8448961997,22.900000000000006,60.7,394.0,59.0,sen,dire
8448961997,88.0,57.7,544.0,421.0,sen,dire
8448961997,76.69999999999999,47.400000000000006,589.0,420.0,sen,dire
8448961997,56.599999999999994,88.0,621.0,420.0,sen,dire
8448961997,32.900000000000006,97.19999999999999,667.0,420.0,sen,dire
8448961997,57.099999999999994,77.1,319.0,232.0,obs,dire
8605215449,20.700000000000003,93.69999999999999,399.0,86.0,sen,dire
8605215449,108.80000000000001,53.3,458.0,288.0,sen,dire
8605215449,23.099999999999994,82.4,556.0,420.0,sen,dire
8605215449,76.4,73.69999999999999,656.0,341.0,sen,dire
8605215449,66.19999999999999,56.8,375.0,215.0,sen,dire
8605215449,22.599999999999994,83.30000000000001,343.0,360.0,obs,dire
8605215449,109.5,38.099999999999994,482.0,420.0,sen,dire
8461476910,72.19999999999999,44.3,343.0,62.0,obs,dire
8461476910,42.099999999999994,55.7,397.0,360.0,obs,dire
8461476910,69.69999999999999,16.799999999999997,533.0,220.0,obs,dire
8461476910,80.4,43.599999999999994,348.0,104.0,sen,dire
8461476910,104.19999999999999,35.3,453.0,376.0,sen,dire
8461476910,71.9,32.3,687.0,420.0,sen,dire
8461476910,75.30000000000001,61.7,444.0,360.0,obs,dire
8461476910,53.7,64.5,372.0,101.0,sen,dire
